Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
7/26/2021,22299753466972,6188534772553,28488288239524
7/23/2021,22299532173727,6175408509790,28474940683517
7/22/2021,22296153948890,6175117883385,28471271832274
7/21/2021,22303232541301,6170931997417,28474164538718
7/20/2021,22304036228186,6189272117446,28493308345633
7/19/2021,22344214950191,6189008188878,28533223139069
7/16/2021,22344306552282,6178710219315,28523016771598
7/15/2021,22345372642438,6176755964138,28522128606577
7/14/2021,22290773813444,6170381932718,28461155746163
7/13/2021,22289663938121,6187410462063,28477074400184
7/12/2021,22314724385689,6175520671070,28490245056759
7/9/2021,22315029737100,6170465943138,28485495680238
7/8/2021,22314776050830,6165378307707,28480154358538
7/7/2021,22306770866016,6165699173738,28472470039753
7/6/2021,22306603924620,6158960252096,28465564176716
7/2/2021,22328099402276,6152490607212,28480590009488
7/1/2021,22327776340518,6158722279394,28486498619912
6/30/2021,22329822962202,6199612910938,28529435873140
6/29/2021,22182683339412,6149638582260,28332321921672
6/28/2021,22206789980508,6144455676480,28351245656988
6/25/2021,22205687956461,6131613409981,28337301366442
6/24/2021,22187767708507,6134151567826,28321919276333
6/23/2021,22183392725037,6121515704597,28304908429634
6/22/2021,22180632086932,6138049027539,28318681114472
6/21/2021,22175169756124,6128546776458,28303716532582
6/18/2021,22174123894524,6121835348442,28295959242966
6/17/2021,22173891789492,6121985843645,28295877633137
6/16/2021,22200126454793,6110948160650,28311074615443
6/15/2021,22199581858833,6122095157080,28321677015913
6/14/2021,22098725144894,6108260301115,28206985446009
6/11/2021,22097493949542,6101700172386,28199194121927
6/10/2021,22097330750280,6101590528095,28198921278375
6/9/2021,22120188903981,6097651106795,28217840010776
6/8/2021,22119292849172,6114247056125,28233539905297
6/7/2021,22113630122094,6150714316302,28264344438395
6/4/2021,22112452092667,6145724602342,28258176695008
6/3/2021,22111555489083,6130387716042,28241943205125
6/2/2021,22135045676298,6141843820720,28276889497018
6/1/2021,22134003260072,6127929696255,28261932956327
5/28/2021,22020939013606,6178069324915,28199008338521
5/27/2021,21983687097488,6179954441120,28163641538608
5/26/2021,22005892292175,6181836272971,28187728565146
5/25/2021,22005337838702,6199345340521,28204683179223
5/24/2021,22024524562637,6189118887688,28213643450325
5/21/2021,22023188769145,6180265510931,28203454280075
5/20/2021,22023368939277,6178411518537,28201780457814
5/19/2021,22043405514971,6173897277551,28217302792522
5/18/2021,22042727374398,6189188425966,28231915800364
5/17/2021,22061105531881,6172509810126,28233615342006
5/14/2021,21983509838156,6156328156126,28139837994282
5/13/2021,21983347992327,6155059474088,28138407466415
5/12/2021,22005318639867,6151844208369,28157162848236
5/11/2021,22004657189638,6168275499885,28172932689523
5/10/2021,22019330546782,6161407291526,28180737838308
5/7/2021,22018250706028,6156584849562,28174835555589
5/6/2021,22019115149378,6157190866791,28176306016169
5/5/2021,22043397487052,6134473801663,28177871288714
5/4/2021,22042988570984,6132410823931,28175399394915
5/3/2021,22057630882663,6104796949093,28162427831756
4/30/2021,22056055138418,6118659345750,28174714484167
4/29/2021,21925659073778,6164507507969,28090166581747
4/28/2021,21943200600097,6168761282601,28111961882698
4/27/2021,21942657046607,6189594092712,28132251139319
4/26/2021,21957004963473,6185999431888,28143004395360
4/23/2021,21957478261707,6176680122513,28134158384220
4/22/2021,21957143354387,6171825443620,28128968798006
4/21/2021,21985230010323,6169791017148,28155021027472
4/20/2021,21985255784645,6185168435221,28170424219866
4/19/2021,21999763091557,6167798350671,28167561442228
4/16/2021,21998770702762,6156766345318,28155537048080
4/15/2021,21998736063711,6146277750105,28145013813816
4/14/2021,21952862957614,6130733678392,28083596636006
4/13/2021,21952364512798,6145221811265,28097586324063
4/12/2021,21956369879521,6135265334581,28091635214102
4/9/2021,21955507026274,6127481615780,28082988642054
4/8/2021,21955652659993,6125858764814,28081511424807
4/7/2021,21969175984437,6119944504707,28089120489144
4/6/2021,21967081393361,6118530813216,28085612206576
4/5/2021,21971846913111,6109774772971,28081621686082
4/2/2021,21971382795811,6102356920840,28073739716650
4/1/2021,21971261601026,6109866441905,28081128042931
3/31/2021,21986937011552,6145633292049,28132570303600
3/30/2021,21838638166664,6150607807894,27989245974557
3/29/2021,21842878877827,6147964379361,27990843257188
3/26/2021,21842176297660,6145354358895,27987530656555
3/25/2021,21816092391528,6147046434620,27963138826148
3/24/2021,21840451485509,6139294428977,27979745914486
3/23/2021,21839458802764,6156897759512,27996356562276
3/22/2021,21843202077966,6126577634202,27969779712168
3/19/2021,21842856763373,6122798833841,27965655597214
3/18/2021,21843029123526,6123753593187,27966782716712
3/17/2021,21860431420016,6114492274405,27974923694422
3/16/2021,21859707934095,6123915799949,27983623734044
3/15/2021,21884779949876,6117233541902,28002013491778
3/12/2021,21786192668157,6114166910988,27900359579145
3/11/2021,21786545592808,6113873476443,27900419069251
3/10/2021,21816186445186,6110440617854,27926627063040
3/9/2021,21816488165179,6128268255002,27944756420181
3/8/2021,21840832521439,6119360225556,27960192746994
3/5/2021,21839426762340,6115047188256,27954473950597
3/4/2021,21839665607325,6115315381011,27954980988336
3/3/2021,21868041292593,6111442830529,27979484123121
3/2/2021,21867120542752,6125580629964,27992701172716
3/1/2021,21892679686045,6111696590954,28004376276999
2/26/2021,21755737194887,6146626539589,27902363734476
2/25/2021,21720690635920,6152457904886,27873148540806
2/24/2021,21760562112280,6158460730564,27919022842844
2/23/2021,21760225183555,6125449821301,27885675004856
2/22/2021,21814986156288,6115620393276,27930606549563
2/19/2021,21815173302843,6108091606679,27923264909522
2/18/2021,21815155663420,6106807927313,27921963590733
2/17/2021,21813601430018,6106636149515,27920237579533
2/16/2021,21812094982568,6108449774098,27920544756666
2/12/2021,21750134546625,6101199472976,27851334019602
2/11/2021,21750215558802,6097248958404,27847464517206
2/10/2021,21749873858579,6096771355961,27846645214541
2/9/2021,21750064316585,6115082205659,27865146522245
2/8/2021,21748983640188,6107087478383,27856071118571
2/5/2021,21749421729799,6103371530914,27852793260713
2/4/2021,21749849416330,6105245605873,27855095022203
2/3/2021,21749198726416,6101851539361,27851050265776
2/2/2021,21749769083602,6115461377163,27865230460765
2/1/2021,21749185105266,6079965388255,27829150493521
1/29/2021,21643914788374,6140638244631,27784553033005
1/28/2021,21629076639325,6130829372230,27759906011555
1/27/2021,21637005700680,6131465276627,27768470977307
1/26/2021,21637251950548,6144494857525,27781746808072
1/25/2021,21637228235730,6135123517887,27772351753617
1/22/2021,21637423058072,6122213480346,27759636538418
1/21/2021,21637683073629,6118666592991,27756349666621
1/20/2021,21636823777934,6115072458481,27751896236415
1/19/2021,21636377183394,6116458685051,27752835868445
1/15/2021,21636517013516,6110288367764,27746805381280
1/14/2021,21578746189841,6103482418680,27682228608521
1/13/2021,21578677363278,6100723496588,27679400859866
1/12/2021,21578917911759,6117872742410,27696790654169
1/11/2021,21578169824451,6110077560305,27688247384756
1/8/2021,21578440452770,6104606780437,27683047233207
1/7/2021,21578759710033,6104491176445,27683250886478
1/6/2021,21595719334374,6103266615617,27698985949991
1/5/2021,21593996935177,6104160478629,27698157413805
1/4/2021,21593320887990,6084954082438,27678274970428
12/31/2020,21632418904104,6115379043564,27747797947668
12/30/2020,21468468575443,6092040322429,27560508897872
12/29/2020,21468460859105,6082369779076,27550830638181
12/28/2020,21468928694820,6073609510177,27542538204997
12/24/2020,21445028388849,6070482202956,27515510591804
12/23/2020,21448157219574,6068569641613,27516726861188
12/22/2020,21447826256734,6074489832877,27522316089611
12/21/2020,21447615134294,6065291889749,27512907024043
12/18/2020,21446525279996,6044940933360,27491466213356
12/17/2020,21446462125522,6060426761349,27506888886872
12/16/2020,21447890639090,6052616977063,27500507616153
12/15/2020,21448041180089,6064721314364,27512762494453
12/14/2020,21350931649169,6039724690214,27390656339383
12/11/2020,21351136018071,6034286365099,27385422383169
12/10/2020,21351415809632,6034408359882,27385824169514
12/9/2020,21354173060785,6050902700094,27405075760880
12/8/2020,21354421153859,6068352181713,27422773335572
12/7/2020,21354702143102,6060042400919,27414744544021
12/4/2020,21355692695821,6058423451462,27414116147284
12/3/2020,21356282431556,6057825407206,27414107838762
12/2/2020,21341926023922,6070387141183,27412313165106
12/1/2020,21342192975117,6063882707263,27406075682381
11/30/2020,21349471573311,6096816614939,27446288188250
11/27/2020,21218611743445,6057003752956,27275615496401
11/25/2020,21197640169860,6056550011420,27254190181280
11/24/2020,21198286608972,6071729311011,27270015919983
11/23/2020,21208012856823,6046402746325,27254415603147
11/20/2020,21207839089467,6039339151374,27247178240841
11/19/2020,21207842418951,6040220872216,27248063291167
11/18/2020,21209702993449,6036896179008,27246599172457
11/17/2020,21209227717633,6052762506937,27261990224570
11/16/2020,21217654666054,6040044008839,27257698674893
11/13/2020,21157219754436,6034565748538,27191785502974
11/12/2020,21157165930154,6033010895935,27190176826089
11/10/2020,21163144517488,6034590754859,27197735272347
11/9/2020,21173686134292,6046212761371,27219898895663
11/6/2020,21172132485312,6042361031200,27214493516511
11/5/2020,21172491717247,6044493315750,27216985032997
11/4/2020,21158958097657,6038010910207,27196969007864
11/3/2020,21158510032160,6038065036295,27196575068455
11/2/2020,21166249325866,6037135057073,27203384382939
10/30/2020,21096955697143,6038521105983,27135476803126
10/29/2020,21079776286056,6089721989634,27169498275691
10/28/2020,21076243138324,6091196312766,27167439451091
10/27/2020,21074340817490,6101525958377,27175866775867
10/26/2020,21083127197364,6096870537043,27179997734407
10/23/2020,21083992291444,6079493309511,27163485600955
10/22/2020,21084374495611,6066461190371,27150835685982
10/21/2020,21090454496182,6050309961746,27140764457928
10/20/2020,21089258084153,6066053260150,27155311344303
10/19/2020,21097983329141,6059731341485,27157714670626
10/16/2020,21097612015330,6050716708659,27148328723988
10/15/2020,21097401111521,6046264302910,27143665414432
10/14/2020,21017955322856,6039907401836,27057862724692
10/13/2020,21016869712763,6050200443742,27067070156505
10/9/2020,21025048295574,6047633050799,27072681346373
10/8/2020,21025422363847,6047684653136,27073107016982
10/7/2020,21010465532077,6042529975176,27052995507253
10/6/2020,21008381342943,6043808775576,27052190118519
10/5/2020,21016404227200,6034731731010,27051135958210
10/2/2020,21015385461953,6029306368057,27044691830010
10/1/2020,21015326142875,6011595792557,27026921935432
9/30/2020,21018952080386,5926439114230,26945391194615
9/29/2020,20903722526049,5886686323074,26790408849123
9/28/2020,20912955980381,5898453746116,26811409726497
9/25/2020,20913614093096,5897284418828,26810898511924
9/24/2020,20891109397594,5895022952780,26786132350373
9/23/2020,20890465946735,5887336011248,26777801957983
9/22/2020,20890403542125,5900581969607,26790985511732
9/21/2020,20903518934801,5891148909255,26794667844056
9/18/2020,20903123720719,5887264062964,26790387783684
9/17/2020,20902736906993,5887707509966,26790444416958
9/16/2020,20901066700028,5880471466882,26781538166910
9/15/2020,20899183125929,5891320713190,26790503839118
9/14/2020,20835330718048,5879745043601,26715075761649
9/11/2020,20834490036761,5876388983231,26710879019992
9/10/2020,20833992369400,5875556790949,26709549160349
9/9/2020,20818231086831,5878992290803,26697223377634
9/8/2020,20814037207735,5885335971280,26699373179014
9/4/2020,20843497254130,5879812994443,26723310248572
9/3/2020,20842647539755,5880027240331,26722674780085
9/2/2020,20832904201164,5878583740781,26711487941945
9/1/2020,20831829321818,5871122002227,26702951324046
8/31/2020,20822038395784,5906797456602,26728835852386
8/28/2020,20728399179896,5908514260979,26636913440875
8/27/2020,20706040194249,5909612962437,26615653156686
8/26/2020,20699215627375,5909809764814,26609025392188
8/25/2020,20698890567632,5927397112258,26626287679890
8/24/2020,20687039152759,5913064574437,26600103727196
8/21/2020,20686347281326,5910665248307,26597012529633
8/20/2020,20686047542444,5909553260449,26595600802892
8/19/2020,20677829765198,5900297373420,26578127138617
8/18/2020,20677341061205,5917661036184,26595002097389
8/17/2020,20675781863412,5904062433172,26579844296584
8/14/2020,20614743112529,5893996902814,26508740015343
8/13/2020,20614305019014,5895391608531,26509696627545
8/12/2020,20595620290632,5893184077517,26488804368148
8/11/2020,20593555758439,5909593934132,26503149692571
8/10/2020,20602395595705,5903091879410,26505487475115
8/7/2020,20601430782095,5897002514076,26498433296171
8/6/2020,20601228490475,5897104426591,26498332917066
8/5/2020,20608720828298,5895578701320,26504299529617
8/4/2020,20607116213548,5896121345173,26503237558721
8/3/2020,20631639311469,5879515652661,26511154964130
7/31/2020,20634399708136,5890553743441,26524953451578
7/30/2020,20571972112207,5933343187762,26505315299969
7/29/2020,20584415231346,5935989833713,26520405065060
7/28/2020,20584109576600,5937439108570,26521548685170
7/27/2020,20613829476219,5932855195339,26546684671558
7/24/2020,20613985069367,5922808101649,26536793171016
7/23/2020,20614085168488,5924789560070,26538874728558
7/22/2020,20571200822079,5920570063186,26491770885265
7/21/2020,20568775046150,5937090365151,26505865411301
7/20/2020,20612265803536,5921855114725,26534120918261
7/17/2020,20612219680438,5920145726911,26532365407349
7/16/2020,20611921079551,5917339138678,26529260218229
7/15/2020,20574380830508,5911091609553,26485472440061
7/14/2020,20539873335813,5909778434444,26449651770256
7/13/2020,20583461928475,5904639271902,26488101200377
7/10/2020,20583643590484,5901443005857,26485086596340
7/9/2020,20583805536798,5904003221453,26487808758251
7/8/2020,20556762712166,5889983666445,26446746378611
7/7/2020,20554746176759,5906088060272,26460834237031
7/6/2020,20558806159126,5901550077909,26460356237036
7/3/2020,20559307340665,5888615377607,26447922718272
7/2/2020,20559461021604,5897618691327,26457079712931
7/1/2020,20524313675569,5904652555548,26428966231117
6/30/2020,20530278232389,5946962620735,26477240853125
6/29/2020,20427662059463,5896965871627,26324627931090
6/26/2020,20428175376968,5888715817382,26316891194351
6/25/2020,20408678291739,5892524387272,26301202679011
6/24/2020,20340847570951,5896965542851,26237813113802
6/23/2020,20340264414421,5911470378726,26251734793147
6/22/2020,20335130195672,5908712851687,26243843047359
6/19/2020,20336112764745,5904630434200,26240743198945
6/18/2020,20327930887348,5905741016100,26233671903448
6/17/2020,20241116522461,5903365781129,26144482303590
6/16/2020,20241259986107,5912352145944,26153612132051
6/15/2020,20230458100916,5900837058276,26131295159192
6/12/2020,20166569027873,5895845722823,26062414750696
6/11/2020,20165903564781,5896763312447,26062666877228
6/10/2020,20096329220086,5890600265573,25986929485660
6/9/2020,20096761240013,5906990272332,26003751512345
6/8/2020,20061738133726,5898809787261,25960547920986
6/5/2020,20031293630339,5888419967619,25919713597958
6/4/2020,20031546217611,5888539425419,25920085643030
6/3/2020,19948602683005,5881525870703,25830128553709
6/2/2020,19948717654708,5892876099180,25841593753888
6/1/2020,19868879659973,5882590379726,25751470039699
5/29/2020,19812769028672,5933491158070,25746260186743
5/28/2020,19765841489593,5917831052951,25683672542544
5/27/2020,19658553133164,5924584231073,25583137364237
5/26/2020,19658296114370,5945672835535,25603968949905
5/22/2020,19568918500579,5944402929077,25513321429656
5/21/2020,19528469870929,5938294468006,25466764338935
5/20/2020,19429375108046,5931634899970,25361010008016
5/19/2020,19427688296012,5949602896409,25377291192421
5/18/2020,19376511582630,5934894388602,25311405971232
5/15/2020,19377052324027,5928559259351,25305611583377
5/14/2020,19340394561836,5927170151127,25267564712964
5/13/2020,19261307376969,5927450448145,25188757825114
5/12/2020,19260331227698,5944101967839,25204433195537
5/11/2020,19218863862524,5937836258427,25156700120951
5/8/2020,19219017143894,5934089235693,25153106379588
5/7/2020,19218562087515,5923838367731,25142400455246
5/6/2020,19148593687461,5909935114681,25058528802142
5/5/2020,19148572794845,5909351228562,25057924023407
5/4/2020,19053015574638,5895968126279,24948983700917
5/1/2020,19053597245290,5867728731525,24921325976814
4/30/2020,19053618801920,5920553066244,24974171868164
4/29/2020,18926928003279,5927150683993,24854078687273
4/28/2020,18869904429345,5932533865763,24802438295108
4/27/2020,18778813137549,5933492311046,24712305448595
4/24/2020,18778402028694,5932227058251,24710629086944
4/23/2020,18777828897162,5927326437701,24705155334863
4/22/2020,18686805288333,5922538262034,24609343550367
4/21/2020,18621943243239,5944904606325,24566847849564
4/20/2020,18523661184041,5937213874851,24460875058892
4/17/2020,18523734410807,5934200440270,24457934851076
4/16/2020,18524301170741,5940990009972,24465291180713
4/15/2020,18441034071128,5942892026234,24383926097362
4/14/2020,18338500813637,5963277630312,24301778443949
4/13/2020,18230750748315,5962339872820,24193090621135
4/10/2020,18230748262703,5980327611009,24211075873712
4/9/2020,18230730588327,5990940150878,24221670739204
4/8/2020,18110326875955,6001505173930,24111832049885
4/7/2020,18004963300482,6006560016171,24011523316653
4/6/2020,17919267151226,5997945512631,23917212663858
4/3/2020,17918595311924,5989735061842,23908330373765
4/2/2020,17834239216864,5999588971994,23833828188859
4/1/2020,17719077528191,5983182830719,23702260358910
3/31/2020,17674771266474,6012099546166,23686870812640
3/30/2020,17554731018699,6010324969544,23565055988243
3/27/2020,17553231839939,5981808048557,23535039888496
3/26/2020,17535603326375,5979198664131,23514801990506
3/25/2020,17530771851108,6011750886315,23542522737423
3/24/2020,17530592687172,6020993346213,23551586033384
3/23/2020,17507401138252,6010453915907,23517855054159
3/20/2020,17506352913011,6008182077908,23514534990919
3/19/2020,17505933295301,6009728152256,23515661447557
3/18/2020,17506638952920,6006952045254,23513590998174
3/17/2020,17506099534103,6021994383555,23528093917658
3/16/2020,17495252134765,6005506923878,23500759058644
3/13/2020,17441348876496,6001049359377,23442398235873
3/12/2020,17438473384294,6001449642964,23439923027258
3/11/2020,17484869638273,5998175732142,23483045370415
3/10/2020,17484257950945,6014439295388,23498697246333
3/9/2020,17470244172301,6003294663716,23473538836017
3/6/2020,17470002273480,5998665528468,23468667801948
3/5/2020,17469371163305,5999788699920,23469159863224
3/4/2020,17463941870439,5996660991084,23460602861523
3/3/2020,17458614220505,5996202564807,23454816785311
3/2/2020,17445649600708,5995195501724,23440845102432
2/28/2020,17413049915880,5996909234364,23409959150244
2/27/2020,17387809848200,6034876946308,23422686794508
2/26/2020,17389166301912,6037414308798,23426580610710
2/25/2020,17389166532970,6049647825300,23438814358271
2/24/2020,17365321695718,6040987908210,23406309603928
2/21/2020,17365452897838,6032577031339,23398029929178
2/20/2020,17364593991112,6027999926068,23392593917180
2/19/2020,17325696041762,6027522956399,23353218998161
2/18/2020,17325065170526,6025950212858,23351015383384
2/14/2020,17288287556566,6016522567521,23304810124087
2/13/2020,17288291326720,6017005824414,23305297151134
2/12/2020,17259686140675,6014412810819,23274098951494
2/11/2020,17259765072100,6030569483583,23290334555682
2/10/2020,17233671419422,6022684697753,23256356117175
2/7/2020,17233860739553,6017169208404,23251029947958
2/6/2020,17233617253756,6019301405722,23252918659478
2/5/2020,17231851760065,6014663042400,23246514802465
2/4/2020,17231339167987,6014335863903,23245675031890
2/3/2020,17210560808395,5995320000063,23205880808458
1/31/2020,17212634807910,6011178074803,23223812882713
1/30/2020,17194272626660,6057290260704,23251562887364
1/29/2020,17188840195893,6056246765053,23245086960945
1/28/2020,17188354212009,6055571016169,23243925228178
1/27/2020,17176269107222,6046084094674,23222353201896
1/24/2020,17176424212742,6033276393019,23209700605761
1/23/2020,17176161533754,6030443690562,23206605224316
1/22/2020,17176915487937,6028302830337,23205218318274
1/21/2020,17177048615525,6033365301792,23210413917318
1/17/2020,17181334850320,6029890098051,23211224948371
1/16/2020,17181120501870,6023210997559,23204331499430
1/15/2020,17178181916235,6015912304482,23194094220717
1/14/2020,17147212900497,6021792610714,23169005511211
1/13/2020,17156747242357,6013065716482,23169812958840
1/10/2020,17156730423384,6010420553955,23167150977339
1/9/2020,17156951436901,6010945161191,23167896598093
1/8/2020,17157849214410,6004903652551,23162752866961
1/7/2020,17156739031335,6020202093992,23176941125327
1/6/2020,17164653477031,6012491408111,23177144885142
1/3/2020,17163322135883,6007124192808,23170446328691
1/2/2020,17162410209193,6009588924637,23171999133831
12/31/2019,17170442487632,6030937647175,23201380134807
12/30/2019,17133687951263,5975139843830,23108827795093
12/27/2019,17133179633230,5974589706602,23107769339832
12/26/2019,17114921532287,5972400639189,23087322171476
12/24/2019,17116045374903,5963938068507,23079983443410
12/23/2019,17132275166529,5981905300102,23114180466631
12/20/2019,17131413769703,5955271472321,23086685242024
12/19/2019,17131574400641,5956009095719,23087583496360
12/18/2019,17132697641060,5966856183995,23099553825055
12/17/2019,17130346074574,5981118871031,23111464945606
12/16/2019,17141625359793,5966557649721,23108183009514
12/13/2019,17088790373344,5961651806966,23050442180310
12/12/2019,17088776732111,5964943380167,23053720112278
12/11/2019,17105930691932,5963469881288,23069400573219
12/10/2019,17104589566401,5978501865874,23083091432275
12/9/2019,17123396867371,5973585563903,23096982431274
12/6/2019,17123206920734,5966843271253,23090050191987
12/5/2019,17122608802571,5968526353310,23091135155881
12/4/2019,17123729318548,5966184780450,23089914098998
12/3/2019,17122442409062,5965828341899,23088270750962
12/2/2019,17133902192279,5971073106850,23104975299129
11/29/2019,17105420783631,5970778150917,23076198934548
11/27/2019,17072351276238,6003714120196,23076065396434
11/26/2019,17071257086475,6021932712937,23093189799412
11/25/2019,17060306138874,6012424356441,23072730495316
11/22/2019,17059820593056,6012021561109,23071842154165
11/21/2019,17059142871903,5992105240171,23051248112074
11/20/2019,17050292172908,6003128250601,23053420423509
11/19/2019,17048355480877,6017821390919,23066176871796
11/18/2019,17045852074072,6004928791952,23050780866024
11/15/2019,17045105021856,5998577053060,23043682074916
11/14/2019,17022143220212,5994520407447,23016663627659
11/13/2019,17009935889179,5994921865368,23004857754547
11/12/2019,17009766613762,6005323130329,23015089744091
11/8/2019,17004584006573,6001752127491,23006336134064
11/7/2019,17004656452725,5999366480735,23004022933459
11/6/2019,16990346243791,5995487779020,22985834022811
11/5/2019,16990131413110,5995884119196,22986015532306
11/4/2019,16979202987130,5986504946835,22965707933966
11/1/2019,16979126135935,5974098108084,22953224244019
10/31/2019,16981310915367,6027098649128,23008409564495
10/30/2019,16931770448757,6031456037851,22963226486608
10/29/2019,16930793643091,6035526247495,22966319890586
10/28/2019,16919472433392,6031065866467,22950538299860
10/25/2019,16919260555241,6029651416226,22948911971466
10/24/2019,16919308704864,6023850983912,22943159688776
10/23/2019,16904659048361,6021943176226,22926602224587
10/22/2019,16903297018125,6037642187203,22940939205328
10/21/2019,16892961507240,6029492968086,22922454475326
10/18/2019,16893139099181,6025754302156,22918893401337
10/17/2019,16893171764067,6025622998409,22918794762476
10/16/2019,16876992286322,6020820684907,22897812971229
10/15/2019,16875489754055,6027399269024,22902889023079
10/11/2019,16825472625534,6018144955820,22843617581354
10/10/2019,16825548997916,6017200112255,22842749110171
10/9/2019,16808686016949,6015172713101,22823858730050
10/8/2019,16808699625203,6030653462950,22839353088152
10/7/2019,16817661721629,6019243405860,22836905127489
10/4/2019,16817669845664,6016759920538,22834429766201
10/3/2019,16818109419011,6011346270898,22829455689909
10/2/2019,16804268345667,6023266654863,22827535000530
10/1/2019,16803227280468,5995252461854,22798479742322
9/30/2019,16809092325172,5910309428262,22719401753434
9/27/2019,16764390251005,5858294423360,22622684674364
9/26/2019,16746339300499,5863618318309,22609957618808
9/25/2019,16733463541339,5873964828450,22607428369789
9/24/2019,16733330036855,5889440653147,22622770690002
9/23/2019,16737256715576,5873197137817,22610453853394
9/20/2019,16736741800799,5868891158866,22605632959665
9/19/2019,16736457737524,5873738860512,22610196598037
9/18/2019,16723191497981,5866972972385,22590164470366
9/17/2019,16722768994868,5880173650004,22602942644871
9/16/2019,16720462392608,5865819265211,22586281657819
9/13/2019,16700774934517,5856796600797,22557571535314
9/12/2019,16700408677825,5857372423634,22557781101458
9/11/2019,16684921432102,5854585281943,22539506714045
9/10/2019,16684840342311,5873300820413,22558141162724
9/9/2019,16673859575568,5863564140899,22537423716466
9/6/2019,16673414549532,5859342950059,22532757499591
9/5/2019,16673309581043,5858508112262,22531817693306
9/4/2019,16660540698787,5856757256852,22517297955639
9/3/2019,16660283553124,5838744577047,22499028130171
8/30/2019,16596815590261,5863651035692,22460466625952
8/29/2019,16570396844389,5897398287063,22467795131452
8/28/2019,16557511279372,5899321659744,22456832939116
8/27/2019,16557143867683,5915216929647,22472360797330
8/26/2019,16532087064373,5908695551502,22440782615875
8/23/2019,16531957992826,5898849796436,22430807789262
8/22/2019,16531722730938,5898929478643,22430652209582
8/21/2019,16517891095887,5896707033785,22414598129672
8/20/2019,16516850759018,5911150932691,22428001691710
8/19/2019,16491489964515,5904855044396,22396345008911
8/16/2019,16491441952620,5898117590316,22389559542936
8/15/2019,16491484413957,5893902815015,22385387228972
8/14/2019,16457201444193,5884939342927,22342140787120
8/13/2019,16457659378735,5901670806330,22359330185064
8/12/2019,16437389559833,5893944213740,22331333773573
8/9/2019,16437180615134,5889326114688,22326506729822
8/8/2019,16437453559653,5890434584107,22327888143760
8/7/2019,16437000073897,5884542144243,22321542218140
8/6/2019,16437554826884,5884859028396,22322413855280
8/5/2019,16442053458095,5878931572231,22320985030326
8/2/2019,16440631717430,5873668819349,22314300536778
8/1/2019,16246630031127,5776149901351,22022779932478
7/31/2019,16211185016302,5811183838561,22022368854863
7/30/2019,16213518723571,5808858171140,22022376894711
7/29/2019,16216569720218,5805781410366,22022351130584
7/26/2019,16219771618812,5803023993840,22022795612652
7/25/2019,16217519900097,5805423874973,22022943775070
7/24/2019,16216591266626,5805950589893,22022541856518
7/23/2019,16203882611570,5818808801131,22022691412701
7/22/2019,16211001269250,5811667934480,22022669203729
7/19/2019,16214945885224,5808173647900,22023119533123
7/18/2019,16215671269417,5807598366248,22023269635664
7/17/2019,16215855259886,5806504356409,22022359616295
7/16/2019,16204897156844,5817613970576,22022511127420
7/15/2019,16212102245455,5810386911863,22022489157318
7/12/2019,16217849671907,5805095892394,22022945564301
7/11/2019,16217448073569,5805649646512,22023097720081
7/10/2019,16219942298799,5802729757223,22022672056022
7/9/2019,16202451595716,5820373558109,22022825153825
7/8/2019,16210038956949,5812753522918,22022792479867
7/5/2019,16212103315526,5811149362631,22023252678157
7/3/2019,16215942933610,5807056832578,22022999766189
7/2/2019,16200812642669,5822341814430,22023154457099
7/1/2019,16214109444749,5809018012281,22023127457029
6/28/2019,16188422046435,5834860570641,22023282617075
6/27/2019,16161668692618,5864044932103,22025713624721
6/26/2019,16161695584056,5863615570230,22025311154286
6/25/2019,16149758194167,5875709683100,22025467877267
6/24/2019,16157310707045,5868133511846,22025444218891
6/21/2019,16167072340356,5858844464906,22025916805262
6/20/2019,16168931623579,5857142735851,22026074359430
6/19/2019,16173315959063,5851810625019,22025126584082
6/18/2019,16160487041535,5864798674589,22025285716124
6/17/2019,16180966057902,5844291207323,22025257265225
6/14/2019,16190456188444,5835281478784,22025737667227
6/13/2019,16187556532344,5838341270581,22025897802924
6/12/2019,16190248759468,5835218455854,22025467215322
6/11/2019,16176744322503,5848885651181,22025629973684
6/10/2019,16183754388627,5841842695411,22025597084038
6/7/2019,16197828793373,5828259068837,22026087862210
6/6/2019,16197469983786,5828781466950,22026251450736
6/5/2019,16202012743135,5823783660662,22025796403796
6/4/2019,16207390709227,5818570434408,22025961143635
6/3/2019,16221746854695,5804180458267,22025927312962
5/31/2019,16202282783139,5824141099887,22026423883026
5/30/2019,16167856716339,5859567398480,22027424114819
5/29/2019,16181758266403,5845197721726,22026955988129
5/28/2019,16187508622133,5839613926132,22027122548264
5/24/2019,16189012209343,5838569833941,22027582043284
5/23/2019,16193863476377,5833885590507,22027749066884
5/22/2019,16190381946851,5836297169401,22026679116252
5/21/2019,16175713760497,5851133137848,22026846898345
5/20/2019,16183132491560,5843662116219,22026794607779
5/17/2019,16187191251087,5840107030356,22027298281442
5/16/2019,16190629626492,5836836546811,22027466173303
5/15/2019,16194202614006,5832771222640,22026973836646
5/14/2019,16180902605343,5846239872445,22027142477788
5/13/2019,16186329486595,5840759317165,22027088803760
5/10/2019,16190147557701,5837447220803,22027594778504
5/9/2019,16189383305579,5838380187114,22027763492693
5/8/2019,16192135944860,5835129055577,22027265000437
