Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
5/24/2013,11868333732926,4867090538332,16735424271258
5/23/2013,11867458606330,4869118012244,16736576618573
5/22/2013,11869033052284,4864999921926,16734032974210
5/21/2013,11866707237457,4870575754634,16737282992091
5/20/2013,11868008008647,4869286296068,16737294304716
5/17/2013,11867831161091,4869497077057,16737328238148
5/16/2013,11867088850552,4867719794096,16734808644648
5/15/2013,11901125505217,4863915219917,16765040725134
5/14/2013,11887608207956,4873353643978,16760961851935
5/13/2013,11887081948562,4868706488481,16755788437042
5/10/2013,11887058199154,4866934376636,16753992575790
5/9/2013,11887048630805,4867686151008,16754734781813
5/8/2013,11918172096170,4865934785672,16784106881843
5/7/2013,11917157774326,4878394615873,16795552390198
5/6/2013,11916773963957,4871653220583,16788427184539
5/3/2013,11916626030277,4864274163857,16780900194134
5/2/2013,11916811238228,4878167934989,16794979173217
5/1/2013,11941250695378,4863786189377,16805036884755
4/30/2013,11943148398206,4885697098978,16828845497184
4/29/2013,11883187129043,4874981100337,16758168229380
4/26/2013,11882358300867,4874286092840,16756644393707
4/25/2013,11882018443344,4876088638955,16758107082299
4/24/2013,11920312314073,4874037513824,16794349827897
4/23/2013,11919663839494,4879288760461,16798952599956
4/22/2013,11917551034088,4869900084059,16787451118147
4/19/2013,11917014399413,4864953302992,16781967702405
4/18/2013,11916935124816,4862534449476,16779469574293
4/17/2013,11951382624833,4855887740074,16807270364907
4/16/2013,11950741882219,4861323727154,16812065609373
4/15/2013,11949925556918,4851381930298,16801307487217
4/12/2013,11972610122573,4835630263700,16808240386274
4/11/2013,11973457167620,4834609936524,16808067104144
4/10/2013,11966412740544,4832571494248,16798984234792
4/9/2013,11965728364176,4842546050031,16808274414207
4/8/2013,11964701103062,4837814648846,16802515751908
4/5/2013,11964101618673,4833727280414,16797828899087
4/4/2013,11963992444856,4834059145079,16798051589935
4/3/2013,11959086403461,4827883739018,16786970142479
4/2/2013,11958659888679,4846217066438,16804876955117
4/1/2013,11956521964259,4835598045347,16792120009607
3/29/2013,11916887638498,4854491368262,16771379006760
3/28/2013,11917129749753,4849858683039,16766988432793
3/27/2013,11897486042923,4851996411983,16749482454906
3/26/2013,11895989170692,4863074573880,16759063744572
3/25/2013,11895649154059,4857793910840,16753443064899
3/22/2013,11895445966375,4854478971719,16749924938094
3/21/2013,11895330386361,4854799935760,16750130322121
3/20/2013,11889311552494,4850628303372,16739939855865
3/19/2013,11888479325385,4860790262022,16749269587408
3/18/2013,11886986270725,4849201755323,16736188026048
3/15/2013,11886788690412,4844904351446,16731693041858
3/14/2013,11862580086458,4845645373717,16708225460175
3/13/2013,11856553916340,4844080938131,16700634854471
3/12/2013,11856073789288,4853902425506,16709976214794
3/11/2013,11855880363427,4848062765990,16703943129416
3/8/2013,11855687948374,4846158989505,16701846937880
3/7/2013,11855868140512,4845382500598,16701250641110
3/6/2013,11851125738615,4841113051404,16692238790019
3/5/2013,11821124476225,4842585002296,16663709478521
3/4/2013,11820506733842,4829196726126,16649703459968
3/1/2013,11820053588448,4820081728178,16640135316625
2/28/2013,11822436182671,4864852997544,16687289180215
2/27/2013,11747359892696,4859856611255,16607216503951
2/26/2013,11746654992852,4872046818076,16618701810928
2/25/2013,11745861277023,4864696500882,16610557777905
2/22/2013,11745714714473,4863326086373,16609040800846
2/21/2013,11745346816555,4862971540822,16608318357377
2/20/2013,11726900735374,4861850299932,16588751035306
2/19/2013,11690986523098,4861832619110,16552819142207
2/15/2013,11690221227953,4858705577177,16548926805129
2/14/2013,11684037184012,4856763106135,16540800290147
2/13/2013,11668602027148,4855702571931,16524304599079
2/12/2013,11628648227429,4865719111994,16494367339424
2/11/2013,11628591907993,4861338742601,16489930650594
2/8/2013,11629086187263,4859822660565,16488908847828
2/7/2013,11629141154311,4858423143581,16487564297892
2/6/2013,11625346979571,4854607678532,16479954658104
2/5/2013,11625727190868,4855183465735,16480910656604
2/4/2013,11626337288025,4848711110140,16475048398166
2/1/2013,11598372554294,4835407359586,16433779913880
1/31/2013,11560175568532,4873616281762,16433791850294
1/30/2013,11561546986123,4870948855322,16432495841445
1/29/2013,11559948067586,4872559791235,16432507858820
1/28/2013,11565560140261,4866959735542,16432519875803
1/25/2013,11568168297111,4864387626648,16432555923759
1/24/2013,11571751368198,4860816571179,16432567939377
1/23/2013,11571556605939,4861002486007,16432559091946
1/22/2013,11569641536510,4862929622901,16432571159412
1/18/2013,11573119153244,4859500271459,16432619424703
1/17/2013,11573578115567,4859053374288,16432631489855
1/16/2013,11580163620602,4852456446889,16432620067491
1/15/2013,11571499323932,4861132778356,16432632102289
1/14/2013,11576283283072,4856360713609,16432643996681
1/11/2013,11577420895334,4855259202280,16432680097614
1/10/2013,11577361703184,4855330426327,16432692129511
1/9/2013,11577058451453,4855588516967,16432646968420
1/8/2013,11577258793985,4855400234082,16432659028068
1/7/2013,11576942656817,4855728430955,16432671087772
1/4/2013,11577454260708,4855253002742,16432707263450
1/3/2013,11578257530278,4852961613419,16431219143697
1/2/2013,11577114260043,4855591654212,16432705914255
12/31/2012,11581517550395,4851212500174,16432730050569
12/28/2012,11546673477920,4789788074687,16336461552606
12/27/2012,11546343682877,4791899708870,16338243391747
12/26/2012,11543065624835,4794794575801,16337860200635
12/24/2012,11542901758424,4794654803110,16337556561534
12/21/2012,11543180708527,4793036652299,16336217360826
12/20/2012,11542501977535,4791715037539,16334217015073
12/19/2012,11562408370892,4789635413188,16352043784080
12/18/2012,11560260443165,4799498299742,16359758742908
12/17/2012,11559847855374,4791345666913,16351193522287
12/14/2012,11569505389531,4790071570045,16359576959576
12/13/2012,11579054310011,4790929849463,16369984159474
12/12/2012,11577233876580,4789188531060,16366422407640
12/11/2012,11576940588724,4798933840531,16375874429256
12/10/2012,11574850495101,4795205750828,16370056245930
12/7/2012,11574936359708,4790434215669,16365370575377
12/6/2012,11574843047483,4791593844465,16366436891948
12/5/2012,11548172135906,4789756642038,16337928777944
12/4/2012,11548068122481,4798987528899,16347055651380
12/3/2012,11546976256305,4791116687412,16338092943717
11/30/2012,11553200614798,4816348184807,16369548799605
11/29/2012,11493262670990,4829820778615,16323083449605
11/28/2012,11476984527323,4829728611146,16306713138469
11/27/2012,11476501231340,4841180535102,16317681766441
11/26/2012,11474648831627,4835089224735,16309738056362
11/23/2012,11474590079642,4832898863922,16307488943564
11/21/2012,11453560734889,4829601160291,16283161895180
11/20/2012,11452926620015,4839762861335,16292689481350
11/19/2012,11451717055434,4834393373365,16286110428799
11/16/2012,11451587527712,4829742388887,16281329916600
11/15/2012,11451166778937,4827765599584,16278932378521
11/14/2012,11423370010678,4821014083154,16244384093832
11/13/2012,11422499324967,4825793716036,16248293041004
11/9/2012,11421887080544,4822821626924,16244708707467
11/8/2012,11421836402771,4823482417798,16245318820569
11/7/2012,11394949129703,4819032999504,16213982129207
11/6/2012,11394722312399,4819636511346,16214358823745
11/5/2012,11394522603669,4815436642865,16209959246534
11/2/2012,11394117713060,4812011315650,16206129028709
11/1/2012,11394220774306,4827464607532,16221685381838
10/31/2012,11411598060979,4849872449742,16261470510721
10/30/2012,11355484849726,4848576821379,16204061671105
10/29/2012,11354115044450,4844878509622,16198993554072
10/26/2012,11353950855146,4843864859164,16197815714311
10/25/2012,11353545059642,4843537494398,16197082554040
10/24/2012,11349517894901,4845273931774,16194791826675
10/23/2012,11348945054422,4854900391214,16203845445636
10/22/2012,11347954615678,4850723356096,16198677971774
10/19/2012,11347370869386,4848681518777,16196052388163
10/18/2012,11347330577920,4850843874296,16198174452215
10/17/2012,11344691191818,4848408997237,16193100189055
10/16/2012,11344378050607,4855196789064,16199574839671
10/15/2012,11343774321918,4847204946848,16190979268767
10/12/2012,11317167763621,4840375198762,16157542962383
10/11/2012,11317140908154,4841129958794,16158270866947
10/10/2012,11315585789064,4842167630147,16157753419211
10/9/2012,11314761053282,4853171242638,16167932295920
10/5/2012,11314089595434,4847777075908,16161866671342
10/4/2012,11314031454865,4847848402292,16161879857157
10/3/2012,11311359644683,4841958628332,16153318273015
10/2/2012,11311627814954,4859409528455,16171037343409
10/1/2012,11310911679512,4848575333789,16159487013300
9/28/2012,11269585800039,4796655607347,16066241407386
9/27/2012,11255558023360,4759573001202,16015131024563
9/26/2012,11253922532439,4761914765194,16015837297632
9/25/2012,11253309970641,4769432679783,16022742650424
9/24/2012,11253065682266,4764775380251,16017841062517
9/21/2012,11253321189603,4762780759767,16016101949370
9/20/2012,11253544111262,4760879912509,16014424023772
9/19/2012,11253971990769,4758999770526,16012971761295
9/18/2012,11253532918839,4767442276076,16020975194915
9/17/2012,11253166682473,4755771641408,16008938323881
9/14/2012,11295869555934,4749913661900,16045783217834
9/13/2012,11295909110775,4749769581955,16045678692731
9/12/2012,11296492509577,4749844767697,16046337277273
9/11/2012,11295621304308,4759332438912,16054953743219
9/10/2012,11295528899812,4752489410401,16048018310213
9/7/2012,11295522809687,4751157477150,16046680286836
9/6/2012,11295623345229,4749892066188,16045515411417
9/5/2012,11270527020333,4750157423801,16020684444135
9/4/2012,11269761164216,4738299136863,16008060301079
8/31/2012,11272625663663,4743144124553,16015769788216
8/30/2012,11213991682163,4776549410229,15990541092392
8/29/2012,11199295723839,4778889047320,15978184771159
8/28/2012,11198791218734,4780127371178,15978918589912
8/27/2012,11197621562032,4777600638525,15975222200557
8/24/2012,11198007315886,4776802391643,15974809707529
8/23/2012,11197966497649,4778552531495,15976519029144
8/22/2012,11177326036579,4783142485532,15960468522111
8/21/2012,11176851754469,4793283183136,15970134937605
8/20/2012,11176502309547,4788264992660,15964767302207
8/17/2012,11175374895980,4786679954418,15962054850398
8/16/2012,11175825918962,4782133736225,15957959655187
8/15/2012,11165408618917,4779461066978,15944869685895
8/14/2012,11132186945483,4787301064960,15919488010443
8/13/2012,11131954707900,4783592682240,15915547390140
8/10/2012,11132489250370,4782484148992,15914973399363
8/9/2012,11132675901932,4783138555987,15915814457919
8/8/2012,11122338169887,4781603222550,15903941392436
8/7/2012,11120600690794,4791461552430,15912062243225
8/6/2012,11121617834221,4787081691707,15908699525928
8/3/2012,11121816561855,4782812086241,15904628648096
8/2/2012,11121967405759,4798623633333,15920591039092
8/1/2012,11115442428314,4791696231967,15907138660281
7/31/2012,11122281549948,4810953087545,15933234637494
7/30/2012,11063292493498,4810474885352,15873767378850
7/27/2012,11065716086358,4812658409041,15878374495398
7/26/2012,11065908268504,4813647975549,15879556244053
7/25/2012,11067062751058,4807796571711,15874859322768
7/24/2012,11065979692064,4816511430002,15882491122066
7/23/2012,11065934893562,4811299185424,15877234078986
7/20/2012,11065736754477,4809139655049,15874876409526
7/19/2012,11065796026725,4808569430536,15874365457260
7/18/2012,11066988899701,4807057816177,15874046715878
7/17/2012,11066615562739,4817540366893,15884155929632
7/16/2012,11066237719888,4809496953628,15875734673516
7/13/2012,11066640739935,4804525972336,15871166712271
7/12/2012,11066746703447,4804765478266,15871512181712
7/11/2012,11073524054555,4802933590578,15876457645133
7/10/2012,11072592982309,4813261773043,15885854755351
7/9/2012,11071876450979,4807389862094,15879266313073
7/6/2012,11072437860842,4807090748133,15879528608975
7/5/2012,11072381954477,4804270358074,15876652312551
7/3/2012,11076313978755,4804672485570,15880986464325
7/2/2012,11076020074626,4812721784195,15888741858821
6/29/2012,11044184844612,4812182369713,15856367214324
6/28/2012,11036289442346,4744710478174,15780999920520
6/27/2012,11034318733444,4744631810028,15778950543473
6/26/2012,11034027517141,4755076516463,15789104033604
6/25/2012,11033363467103,4749206676995,15782570144098
6/22/2012,11033193124033,4745245475535,15778438599568
6/21/2012,11032512442637,4747130919848,15779643362485
6/20/2012,11033476255793,4744478331389,15777954587182
6/19/2012,11032615107666,4752061511444,15784676619111
6/18/2012,11032176950397,4743962290614,15776139241010
6/15/2012,11031842483539,4740334867908,15772177351447
6/14/2012,10999463838303,4737507256169,15736971094472
6/13/2012,11000730870070,4734451553702,15735182423772
6/12/2012,11000145858592,4744214841473,15744360700065
6/11/2012,10999435913619,4738474273896,15737910187515
6/8/2012,10999228502958,4736135170288,15735363673246
6/7/2012,10999256703474,4734112728667,15733369432141
6/6/2012,11001065979467,4733530598991,15734596578459
6/5/2012,11000515237604,4732894045596,15733409283200
6/4/2012,10999932869500,4728179533360,15728112402860
6/1/2012,10999593160297,4725314204698,15724907364995
5/31/2012,11006251094374,4764433990990,15770685085364
5/30/2012,10954585521571,4762039778880,15716625300451
5/29/2012,10952470917521,4761184685433,15713655602953
5/25/2012,10951528241764,4760072704442,15711600946206
5/24/2012,10950490306885,4761956061359,15712446368244
5/23/2012,10951299857320,4762997758335,15714297615656
5/22/2012,10950290226363,4770928381084,15721218607447
5/21/2012,10949502921153,4765958241336,15715461162489
5/18/2012,10948855483646,4763351173565,15712206657211
5/17/2012,10948486191634,4764336944092,15712823135726
5/16/2012,10950509043851,4758244627917,15708753671768
5/15/2012,10949749784032,4766365828773,15716115612805
5/14/2012,10915800604714,4761195669147,15676996273861
5/11/2012,10915075816619,4759106950855,15674182767474
5/10/2012,10915030363662,4759658813597,15674689177259
5/9/2012,10916058482864,4757989250627,15674047733491
5/8/2012,10915510337547,4770216648169,15685726985716
5/7/2012,10913955899020,4761835464384,15675791363404
5/4/2012,10913690789941,4758225566670,15671916356611
5/3/2012,10913530062318,4757672418325,15671202480643
5/2/2012,10910384630061,4770111266080,15680495896141
5/1/2012,10910025382724,4763204355656,15673229738380
4/30/2012,10916070898103,4776297169203,15692368067305
4/27/2012,10859635596261,4764061611156,15623697207417
4/26/2012,10859267672676,4765079937801,15624347610477
4/25/2012,10860722926434,4762562602021,15623285528454
4/24/2012,10859176801420,4769089697288,15628266498708
4/23/2012,10858204873838,4761969175722,15620174049560
4/20/2012,10858146916545,4759211613825,15617358530370
4/19/2012,10857988065193,4757602909829,15615590975022
4/18/2012,10905376996162,4755359667726,15660736663888
4/17/2012,10903987805036,4757586427563,15661574232599
4/16/2012,10903326597003,4751311928394,15654638525398
4/13/2012,10880890738954,4734835298369,15615726037323
4/12/2012,10880527647709,4734467120134,15614994767843
4/11/2012,10886106101182,4731981942324,15618088043506
4/10/2012,10885339078286,4741493518409,15626832596695
4/9/2012,10884773109942,4736672624190,15621445734133
4/6/2012,10884645947631,4733994331952,15618640279583
4/5/2012,10884566084028,4735174086381,15619740170408
4/4/2012,10886893993273,4730828550806,15617722544079
4/3/2012,10885892840515,4730953734425,15616846574939
4/2/2012,10883217233064,4737108765340,15620325998404
3/30/2012,10846824546943,4735254134246,15582078681189
3/29/2012,10833979740152,4745873206306,15579852946458
3/28/2012,10832837712665,4747374090874,15580211803539
3/27/2012,10831917653124,4757489762037,15589407415162
3/26/2012,10831320189379,4754754380662,15586074570041
3/23/2012,10831324748289,4754251292045,15585576040334
3/22/2012,10831253572881,4753652321247,15584905894127
3/21/2012,10822368538139,4752060026059,15574428564198
3/20/2012,10821663264464,4761720581685,15583383846149
3/19/2012,10820995644405,4753242723700,15574238368105
3/16/2012,10820230118370,4746340711376,15566570829746
3/15/2012,10820114556380,4744695335388,15564809891768
3/14/2012,10774728192009,4741721753575,15516449945584
3/13/2012,10773922169212,4750255680277,15524177849490
3/12/2012,10773694877424,4745445998507,15519140875931
3/9/2012,10773406301523,4743645422626,15517051724149
3/8/2012,10773363801667,4744430840644,15517794642311
3/7/2012,10757197476823,4741109215805,15498306692628
3/6/2012,10756417042058,4742606587625,15499023629682
3/5/2012,10755894456550,4736088795646,15491983252196
3/2/2012,10756483483824,4733390167774,15489873651597
3/1/2012,10755610818537,4745403897607,15501014716144
2/29/2012,10722996298868,4765894997380,15488891296248
2/28/2012,10675494440598,4766626543066,15442120983664
2/27/2012,10674959196269,4763558866421,15438518062690
2/24/2012,10675327157594,4762660691866,15437987849461
2/23/2012,10675481199499,4760213356534,15435694556033
2/22/2012,10656161387514,4760162256533,15416323644047
2/21/2012,10656186702156,4763613520170,15419800222325
2/17/2012,10655355371777,4761238608236,15416593980013
2/16/2012,10655376243338,4757654741504,15413030984842
2/15/2012,10636670644323,4755064982687,15391735627010
2/14/2012,10596773910422,4762610253497,15359384163920
2/13/2012,10596768009341,4758430326052,15355198335394
2/10/2012,10596675638209,4757433068700,15354108706909
2/9/2012,10596905857448,4758933063574,15355838921022
2/8/2012,10577836905016,4757829310365,15335666215381
2/7/2012,10577647703530,4765857163256,15343504866786
2/6/2012,10577280116477,4760601541441,15337881657918
2/3/2012,10577697734690,4757410548649,15335108283339
2/2/2012,10577905838990,4773500455650,15351406294640
2/1/2012,10567695900900,4763082218951,15330778119851
1/31/2012,10572374387699,4783766105917,15356140493616
1/30/2012,10515737118510,4779315460208,15295052578718
1/27/2012,10478934933314,4757287974166,15236222907481
1/26/2012,10479009838168,4757221950272,15236231788440
1/25/2012,10483288572827,4752939021592,15236227594419
1/24/2012,10474499550119,4761736902262,15236236452380
1/23/2012,10480362319988,4755882989882,15236245309870
1/20/2012,10482317023993,4753954855800,15236271879793
1/19/2012,10484316260480,4751964475207,15236280735688
1/18/2012,10486879731481,4749399490378,15236279221858
1/17/2012,10489003852226,4747284209333,15236288061559
1/13/2012,10479256097327,4757067299074,15236323396400
1/12/2012,10479482014786,4756850219063,15236332233848
1/11/2012,10479760763534,4756546312098,15236307075632
1/10/2012,10479782125048,4756715073852,15236497198900
1/9/2012,10479710007297,4756796132690,15236506139987
1/6/2012,10479995098495,4756537862103,15236532960598
1/5/2012,10480172546585,4756369353388,15236541899973
1/4/2012,10481673696217,4754868551274,15236542247491
1/3/2012,10481500229395,4744717259257,15226217488652
12/30/2011,10447662851807,4775277193644,15222940045451
12/29/2011,10435856848935,4690042127462,15125898976397
12/28/2011,10438072316400,4687133457664,15125205774064
12/27/2011,10437577254548,4693006077946,15130583332495
12/23/2011,10438083548503,4690489711488,15128573259991
12/22/2011,10438018324483,4685710103497,15123728427980
12/21/2011,10438970821142,4684870218249,15123841039390
12/20/2011,10438749210896,4693230053393,15131979264289
12/19/2011,10438496162213,4665558505479,15104054667691
12/16/2011,10438212605541,4661284854816,15099497460358
12/15/2011,10438188563266,4659909923523,15098098486789
12/14/2011,10393197416022,4658088781128,15051286197150
12/13/2011,10393083805735,4667190276564,15060274082299
12/12/2011,10392040126794,4661978150775,15054018277569
12/9/2011,10392439099182,4660005324540,15052444423723
12/8/2011,10392391725778,4658769264160,15051160989938
12/7/2011,10388925542613,4657472182792,15046397725405
12/6/2011,10388145024427,4683479770544,15071624794971
12/5/2011,10388034907379,4680098996590,15068133903969
12/2/2011,10387865370954,4685515330636,15073380701590
12/1/2011,10388035936825,4700405850583,15088441787408
11/30/2011,10389957793202,4720540767675,15110498560877
11/29/2011,10335777593096,4718386028275,15054163621371
11/28/2011,10334597846100,4717075749098,15051673595198
11/25/2011,10334937010056,4713938923710,15048875933766
11/23/2011,10327032829693,4708848186276,15035881015969
11/22/2011,10326530350389,4721461154540,15047991504929
11/21/2011,10325469036788,4716819366230,15042288403018
11/18/2011,10324967673736,4715240434459,15040208108195
11/17/2011,10325335447718,4714014876872,15039350324589
11/16/2011,10314851681499,4712142166380,15026993847879
11/15/2011,10314468105168,4719139150752,15033607255920
11/14/2011,10265476725043,4712408155791,14977884880834
11/10/2011,10267801873621,4711808476122,14979610349743
11/9/2011,10262257416335,4711045986236,14973303402571
11/8/2011,10261087417874,4721356135506,14982443553379
11/7/2011,10260689267842,4715819343532,14976508611374
11/4/2011,10260247910782,4712417370039,14972665280821
11/3/2011,10260659189976,4712569418429,14973228608405
11/2/2011,10253508372382,4724454301982,14977962674364
11/1/2011,10253008613589,4718822407589,14971831021178
10/31/2011,10256015431383,4737693612757,14993709044141
10/28/2011,10205922905155,4731935815906,14937858721060
10/27/2011,10205557724099,4734017924489,14939575648589
10/26/2011,10203338428742,4733670316072,14937008744814
10/25/2011,10202338144618,4741275154157,14943613298775
10/24/2011,10202215760459,4738455946006,14940671706466
10/21/2011,10201754496208,4737478051777,14939232547985
10/20/2011,10201887849314,4738478061404,14940365910718
10/19/2011,10195956444546,4735339742387,14931296186933
10/18/2011,10198932063606,4743818625355,14942750688961
10/17/2011,10198403129043,4738189198049,14936592327091
10/14/2011,10142237591395,4731808076897,14874045668291
10/13/2011,10141999977124,4731884360645,14873884337769
10/12/2011,10138026553419,4730191743007,14868218296426
10/11/2011,10127786307131,4735526100720,14863312407851
10/7/2011,10126551131197,4733772908418,14860324039615
10/6/2011,10126447025573,4710329340284,14836776365857
10/5/2011,10126264037264,4731786654806,14858050692070
10/4/2011,10124774418609,4732085079797,14856859498406
10/3/2011,10124029835382,4713069435815,14837099271197
9/30/2011,10127031384654,4663308943903,14790340328557
9/29/2011,10074983373804,4620118734434,14695102108238
9/28/2011,10075624342811,4626258826983,14701883169793
9/27/2011,10074870647552,4632536173039,14707406820592
9/26/2011,10074320979566,4629685092895,14704006072462
9/23/2011,10074503215029,4625536857585,14700040072614
9/22/2011,10074726277457,4652064130497,14726790407954
9/21/2011,10080805928040,4624382158952,14705188086992
9/20/2011,10080809758643,4631060367976,14711870126618
9/19/2011,10080320100314,4649168847438,14729488947752
9/16/2011,10080080631491,4618940999722,14699021631213
9/15/2011,10079888378192,4617075191590,14696963569783
9/14/2011,10067922521847,4615987949859,14683910471706
9/13/2011,10067653336815,4650214721531,14717868058346
9/12/2011,10067694973854,4620564400427,14688259374281
9/9/2011,10067728635011,4644008563467,14711737198478
9/8/2011,10067649034360,4617901351554,14685550385913
9/7/2011,10073860042746,4643896972300,14717757015046
9/6/2011,10058276781058,4640348769249,14698625550307
9/2/2011,10058566898840,4636295467321,14694862366161
9/1/2011,10058384678037,4639030111526,14697414789563
8/31/2011,10024253354407,4660039640337,14684292994744
8/30/2011,9990126772847,4632518164730,14622644937577
8/29/2011,9989974192571,4634818497223,14624792689794
8/26/2011,9990047413542,4663780779375,14653828192917
8/25/2011,9989043750342,4664504136014,14653547886356
8/24/2011,9973599668211,4665507584890,14639107253101
8/23/2011,9973104150361,4676185519986,14649289670348
8/22/2011,9972289792412,4640145705927,14612435498339
8/19/2011,9972502845413,4666736722461,14639239567874
8/18/2011,9952610019892,4667586563532,14620196583424
8/17/2011,9946351371659,4666841790106,14613193161764
8/16/2011,9946506731022,4645735484619,14592242215642
8/15/2011,9946617880447,4668949467757,14615567348204
8/12/2011,9921178729716,4666014140707,14587192870423
8/11/2011,9921146601534,4666764704462,14587911305996
8/10/2011,9916296448358,4665660932952,14581957381310
8/9/2011,9915945812738,4676045686788,14591991499526
8/8/2011,9915515946703,4672211658740,14587727605443
8/5/2011,9914994383089,4669506456237,14584500839326
8/4/2011,9894847066139,4670123101570,14564970167709
8/3/2011,9907654619535,4666953320527,14574607940062
8/2/2011,9907752744861,4672951998220,14580704743081
8/1/2011,9783069049953,4559289391016,14342358440969
7/29/2011,9755795681449,4586573604747,14342369286196
7/28/2011,9753190109079,4589675776228,14342865885306
7/27/2011,9747742929868,4595076219737,14342819149605
7/26/2011,9747272360004,4595557756547,14342830116551
7/25/2011,9747197103332,4595643979718,14342841083050
7/22/2011,9748189073390,4594684906653,14342873980043
7/21/2011,9747385038148,4595499906848,14342884944996
7/20/2011,9753657737210,4589229627152,14342887364362
7/19/2011,9753904328297,4588994138772,14342898467069
7/18/2011,9753843228975,4589066340354,14342909569329
7/15/2011,9753604438381,4589338435312,14342942873693
7/14/2011,9750503934100,4592449951542,14342953885642
7/13/2011,9752020265772,4590934368144,14342954633916
7/12/2011,9741328212173,4601637637956,14342965850128
7/11/2011,9744962661098,4598014404795,14342977065893
7/8/2011,9749084964821,4593925745716,14343010710538
7/7/2011,9749919434767,4593102490576,14343021925343
7/6/2011,9748841925620,4594179923367,14343021848987
7/5/2011,9754032683357,4589000503322,14343033186679
7/1/2011,9761785482184,4581293783933,14343079266117
6/30/2011,9742223364847,4600864275162,14343087640008
6/29/2011,9738245826817,4606187874075,14344433700892
6/28/2011,9731228079038,4613217240769,14344445319806
6/27/2011,9736653232837,4607803705338,14344456938174
6/24/2011,9739123756154,4605368034979,14344491791133
6/23/2011,9738039057344,4606464350365,14344503407709
6/22/2011,9741622782227,4602877851349,14344500633576
6/21/2011,9732784354381,4611728055663,14344512410044
6/20/2011,9738107728290,4606416457779,14344524186068
6/17/2011,9739505895792,4605053616133,14344559511925
6/16/2011,9742786662565,4601784623585,14344571286150
6/15/2011,9747701949830,4596864686996,14344566636826
6/14/2011,9741977263044,4602601293688,14344578556732
6/13/2011,9747653568359,4596936907834,14344590476192
6/10/2011,9750131124994,4594495107135,14344626232129
6/9/2011,9750040419177,4594597730633,14344638149810
6/8/2011,9743261382320,4601372779545,14344634161865
6/7/2011,9734031249305,4610614959437,14344646208742
6/6/2011,9738557389966,4606100865261,14344658255227
6/3/2011,9741263236752,4603431155466,14344694392217
6/2/2011,9735616790662,4609089646380,14344706437042
6/1/2011,9736528968466,4608126997849,14344655966314
5/31/2011,9723456023744,4621212257467,14344668281211
5/27/2011,9717863843755,4627564361089,14345428204844
5/26/2011,9717578735258,4627861778722,14345440513979
5/25/2011,9722806787651,4622629386545,14345436174196
5/24/2011,9712166006112,4633282614630,14345448620742
5/23/2011,9716224504954,4629236562053,14345461067006
5/20/2011,9717285305168,4628213097570,14345498402739
5/19/2011,9716152725751,4629358121485,14345510847235
5/18/2011,9718512519012,4626999697977,14345512216989
5/17/2011,9708669803595,4636855058765,14345524862360
5/16/2011,9717694227529,4627843278274,14345537505802
5/13/2011,9666271678567,4642113503083,14308385181650
5/12/2011,9666109562809,4641689778755,14307799341564
5/11/2011,9681617664760,4640440091758,14322057756517
5/10/2011,9681417347167,4650105450715,14331522797882
5/9/2011,9681179453899,4644605091890,14325784545788
5/6/2011,9680750181124,4641936724436,14322686905560
5/5/2011,9680662997069,4641004190683,14321667187752
5/4/2011,9698384234058,4635429256578,14333813490636
5/3/2011,9698303861133,4633488579765,14331792440898
5/2/2011,9698020425418,4622629230674,14320649656093
4/29/2011,9654950165830,4632679886493,14287630052323
4/28/2011,9641079277378,4641518820162,14282598097541
4/27/2011,9648789481221,4646338344588,14295127825809
4/26/2011,9651121964676,4653288543050,14304410507726
4/25/2011,9650914438107,4648015582591,14298930020699
4/22/2011,9650617368582,4642625401773,14293242770355
4/21/2011,9650447904606,4640340756644,14290788661251
4/20/2011,9680052848646,4634743988390,14314796837036
4/19/2011,9680021693767,4640446861325,14320468555092
4/18/2011,9679522848142,4629636249735,14309159097878
4/15/2011,9679202714701,4626133866291,14305336580992
4/14/2011,9657636099303,4613156019882,14270792119185
4/13/2011,9652808590790,4611338768256,14264147359046
4/12/2011,9652592140320,4620401463297,14272993603617
4/11/2011,9652587224971,4615173314221,14267760539192
4/8/2011,9652196858759,4613186275260,14265383134020
4/7/2011,9652195544012,4612049982299,14264245526312
4/6/2011,9649960380159,4609801606721,14259761986880
4/5/2011,9649972136434,4612172326464,14262144462898
4/4/2011,9650003952066,4593927612151,14243931564217
4/1/2011,9649667078139,4601507438170,14251174516308
3/31/2011,9651643154139,4618471376662,14270114530800
3/30/2011,9590804946759,4619335041478,14210139988237
3/29/2011,9590134857290,4625609340398,14215744197688
3/28/2011,9589953849875,4621613813057,14211567662931
3/25/2011,9589726447637,4621807104004,14211533551641
3/24/2011,9589761022375,4620310826479,14210071848853
3/23/2011,9605524165924,4619473930288,14224998096212
3/22/2011,9605587421666,4627971862026,14233559283692
3/21/2011,9605221355492,4622971770647,14228193126139
3/18/2011,9605322229226,4619540191693,14224862420919
3/17/2011,9604705993165,4619024281016,14223730274181
3/16/2011,9619622421602,4613227572353,14232849993955
3/15/2011,9618473765645,4619478511253,14237952276899
3/14/2011,9552467551219,4613563236561,14166030787780
3/11/2011,9552087457389,4612272903890,14164360361279
3/10/2011,9551255398880,4612177672255,14163433071135
3/9/2011,9572070258392,4610593589973,14182663848364
